Trip_ID,Travel_Date,Year,Month,Season,Origin_Country,Destination_Country,Traveler_Age_Group,Traveler_Gender,Group_Type,Group_Size,Travel_Purpose,Travel_Mode,Duration_Days,Accommodation_Type,Booking_Channel,Visa_Type,Travel_Insurance,Climate_Preference,Primary_Attraction,Total_Spend_USD,Flight_Cost_USD,Accommodation_Cost_USD,Food_Cost_USD,Activities_Cost_USD,Payment_Method,Advance_Booking_Days,Repeat_Visitor,Used_Travel_App,Rating_Out_Of_5,Satisfaction_Level,Would_Recommend,Number_Of_Attractions_Visited,Local_Transport_Used,Sustainable_Tourism_Choice
TRP103180,21-09-2024,2024,9,Autumn,Japan,Iceland,55-64,Female,Family,4,Religious,Train,22,Camping,Direct Hotel,Tourist Visa,Yes,Temperate,Mountains/Trekking,1455.52,570.85,453.37,177.99,253.31,Bank Transfer,331,Yes,No,5,Very Satisfied,Yes,2,Yes,Yes
TRP103181,11-08-2024,2024,8,Summer,Spain,Switzerland,55-64,Male,Couple,1,Leisure,Road Trip,22,4-Star Hotel,Direct Hotel,Visa Free,Yes,Arctic/Cold,Beaches,5182.16,1250.92,2065.08,532.21,1333.95,Travel Card,301,No,No,3,Neutral,Yes,15,No,Yes
TRP103182,25-09-2023,2023,9,Autumn,Germany,Australia,35-44,Male,Business Group,8,Medical,Flight,19,Hostel,Mobile App,Tourist Visa,Yes,Arctic/Cold,Historical Sites,11431.38,5106.03,3723.36,2605.92,-3.93,Travel Card,362,No,Yes,2,Dissatisfied,Yes,3,No,No
TRP103183,11-11-2024,2024,11,Autumn,Saudi Arabia,UAE (Dubai),18-24,Male,Business Group,9,Business,Ferry,6,5-Star Hotel,Airline Website,Tourist Visa,No,Desert,Mountains/Trekking,1065.03,470.22,390.17,146.52,58.12,Credit Card,296,No,Yes,1,Very Dissatisfied,Yes,3,Yes,Yes
TRP103184,13-03-2021,2021,3,Spring,UAE,Australia,35-44,Female,Friends Group,12,Leisure,Flight,14,Airbnb/Vacation Rental,Direct Hotel,Business Visa,No,Desert,Historical Sites,4494.3,1030.89,1787.62,1076.09,599.7,Travel Card,232,No,Yes,5,Very Satisfied,Yes,5,Yes,No
TRP103185,18-05-2024,2024,5,Spring,United Kingdom,UAE (Dubai),35-44,Female,Business Group,8,Eco-Tourism,Flight,5,Airbnb/Vacation Rental,Airline Website,Visa Free,No,Arctic/Cold,Food & Cuisine,1198.54,278.8,291.73,122.13,505.88,Travel Card,326,No,No,2,Dissatisfied,No,8,No,No
TRP103186,06-12-2020,2020,12,Winter,Japan,Greece,25-34,Male,Couple,10,Business,Road Trip,18,Camping,Mobile App,Visa Free,Yes,Tropical,Beaches,9708.89,2233.86,2346.87,1117.14,4011.02,Cash,16,No,Yes,4,Satisfied,Yes,14,Yes,No
TRP103187,25-05-2019,2019,5,Spring,South Africa,Kenya,55-64,Female,Couple,5,Educational,Ferry,4,3-Star Hotel,Tour Operator,Tourist Visa,No,Arctic/Cold,Beaches,710.91,234.13,236.64,155.69,84.45,Cash,253,Yes,No,4,Satisfied,Yes,4,Yes,No
TRP103188,08-05-2024,2024,5,Spring,Norway,Canada,18-24,Female,Family,3,Educational,Ferry,18,Hostel,Travel Agent,Visa Free,Yes,Tropical,Art & Museums,14315.14,4447.21,3234.39,3434.09,3199.45,Credit Card,148,No,No,5,Very Satisfied,Yes,13,Yes,Yes
TRP103189,24-08-2020,2020,8,Summer,Italy,Greece,18-24,Female,Family,4,Leisure,Cruise,29,3-Star Hotel,Travel Agent,Visa Free,No,Mountainous,Wellness/Spa,23859.87,7529.83,8952.61,5015.83,2361.6,Credit Card,72,No,Yes,4,Satisfied,Yes,12,Yes,No
TRP103190,21-09-2023,2023,9,Autumn,Germany,Greece,45-54,Male,Senior Group,9,Eco-Tourism,Road Trip,12,Resort,Online Travel Agency,Visa Free,No,Mountainous,Food & Cuisine,4432.32,1270.09,1558.87,799.48,803.88,Debit Card,307,No,Yes,4,Satisfied,Yes,6,Yes,No
TRP103191,24-11-2019,2019,11,Autumn,Sweden,Egypt,35-44,Male,Senior Group,8,Educational,Ferry,22,Hostel,Direct Hotel,Business Visa,Yes,Arctic/Cold,Historical Sites,3524.46,801.72,994.38,418.19,1310.17,Debit Card,75,No,Yes,5,Very Satisfied,No,9,Yes,No
TRP103192,09-02-2022,2022,2,Winter,Norway,Singapore,45-54,Female,Couple,6,Cultural,Train,21,Boutique Hotel,Online Travel Agency,Visa Free,No,Mediterranean,Art & Museums,4954.77,1384.27,1600.62,801.98,1167.9,Cash,33,No,No,4,Satisfied,Yes,11,Yes,Yes
TRP103193,05-12-2020,2020,12,Winter,Japan,France,25-34,Male,Business Group,11,Eco-Tourism,Train,24,Boutique Hotel,Direct Hotel,Visa on Arrival,Yes,Mediterranean,Historical Sites,14274.58,6295.48,4551.62,2673.31,754.17,Travel Card,290,No,Yes,5,Very Satisfied,Yes,15,Yes,No
TRP103194,11-07-2020,2020,7,Summer,Russia,Indonesia (Bali),55-64,Female,Couple,1,Religious,Cruise,22,Camping,Online Travel Agency,E-Visa,Yes,Mediterranean,Mountains/Trekking,6774.43,1540.67,2629.27,898.2,1706.29,Debit Card,222,No,Yes,5,Very Satisfied,Yes,11,Yes,No
TRP103195,27-06-2023,2023,6,Summer,India,Croatia,18-24,Female,Couple,11,Religious,Road Trip,27,4-Star Hotel,Airline Website,E-Visa,No,Mountainous,Theme Parks,7555.68,2421.17,1962.17,809.32,2363.02,Cryptocurrency,210,No,Yes,5,Very Satisfied,Yes,10,Yes,Yes
TRP103196,11-04-2024,2024,4,Spring,United Kingdom,Italy,35-44,Male,Solo,4,Eco-Tourism,Flight,5,Hostel,Airline Website,E-Visa,No,Mountainous,Wellness/Spa,1174.5,480.52,400.8,237.74,55.44,Bank Transfer,268,Yes,Yes,3,Neutral,No,8,Yes,Yes
TRP103197,07-05-2021,2021,5,Spring,Canada,Switzerland,55-64,Female,Family,7,Religious,Road Trip,3,Camping,Direct Hotel,E-Visa,No,Mediterranean,Art & Museums,642.63,228.87,191.26,113.79,108.71,Cash,351,No,No,2,Dissatisfied,No,7,Yes,Yes
TRP103198,03-08-2022,2022,8,Summer,Norway,Mexico,55-64,Male,Couple,12,Adventure,Flight,21,Boutique Hotel,Tour Operator,Business Visa,Yes,Mountainous,Wildlife/Safari,8115.36,2032.03,3228.66,1707.74,1146.93,Cryptocurrency,72,No,Yes,5,Very Satisfied,Yes,14,Yes,No
TRP103199,30-12-2022,2022,12,Winter,India,Turkey,35-44,Female,Senior Group,12,Leisure,Ferry,17,Boutique Hotel,Direct Hotel,Tourist Visa,No,Tropical,Beaches,3153.4,1218.82,1173.75,535.26,225.57,Cryptocurrency,241,No,Yes,5,Very Satisfied,Yes,3,Yes,No
TRP103200,01-03-2024,2024,3,Spring,Thailand,Thailand,35-44,Male,Senior Group,9,Business,Cruise,29,Camping,Direct Hotel,E-Visa,No,Temperate,Wellness/Spa,3786.16,1493.48,1424.98,480.08,387.62,Travel Card,182,No,Yes,4,Satisfied,No,12,Yes,No
TRP103201,24-07-2022,2022,7,Summer,United States,Japan,25-34,Female,Friends Group,4,Leisure,Flight,19,Camping,Mobile App,Business Visa,Yes,Arctic/Cold,Wellness/Spa,13768.76,3979.5,4940.13,1930.7,2918.43,Cash,233,No,No,3,Neutral,Yes,14,No,No
TRP103202,23-06-2022,2022,6,Summer,Thailand,Singapore,55-64,Male,Family,2,Educational,Flight,9,Hostel,Direct Hotel,Tourist Visa,No,Tropical,Beaches,1384.06,447.86,454.6,321.01,160.59,Credit Card,321,No,Yes,4,Satisfied,Yes,9,Yes,No
TRP103203,16-04-2021,2021,4,Spring,France,Croatia,55-64,Female,Couple,1,Educational,Train,4,Hostel,Direct Hotel,Business Visa,Yes,Temperate,Mountains/Trekking,2305.95,1015.56,758.03,330.13,202.23,Credit Card,358,Yes,Yes,3,Neutral,No,9,Yes,No
TRP103204,15-05-2021,2021,5,Spring,Norway,New Zealand,65+,Non-Binary,Senior Group,2,Leisure,Road Trip,10,3-Star Hotel,Mobile App,Visa Free,Yes,Mediterranean,Cities/Urban,4150.17,1826.35,1558.62,501.12,264.08,Cryptocurrency,222,Yes,Yes,4,Satisfied,No,10,Yes,No
TRP103205,03-01-2020,2020,1,Winter,China,Turkey,55-64,Male,Senior Group,2,Business,Flight,30,Airbnb/Vacation Rental,Online Travel Agency,Tourist Visa,Yes,Tropical,Food & Cuisine,5151.73,2173.16,1408.91,740.46,829.2,Cryptocurrency,323,No,Yes,5,Very Satisfied,Yes,14,No,No
TRP103206,13-10-2022,2022,10,Autumn,United Kingdom,Switzerland,25-34,Female,Family,7,Medical,Train,21,Airbnb/Vacation Rental,Tour Operator,Tourist Visa,No,Mediterranean,Wellness/Spa,2134.62,560.88,710.01,235.16,628.57,Travel Card,173,No,No,3,Neutral,Yes,14,No,Yes
TRP103207,28-04-2022,2022,4,Spring,Germany,Italy,25-34,Male,Family,11,Adventure,Flight,30,Camping,Travel Agent,Tourist Visa,Yes,Temperate,Wellness/Spa,13432.5,3675.74,4382.34,2505.54,2868.88,Bank Transfer,235,Yes,Yes,3,Neutral,Yes,6,Yes,No
TRP103208,22-01-2024,2024,1,Winter,Saudi Arabia,UAE (Dubai),25-34,Male,Senior Group,12,Educational,Ferry,7,Boutique Hotel,Airline Website,Business Visa,Yes,Mountainous,Theme Parks,2587.74,634.37,759.93,429.77,763.67,Debit Card,195,No,Yes,3,Neutral,No,8,Yes,Yes
TRP103209,20-09-2019,2019,9,Autumn,Russia,Iceland,65+,Female,Senior Group,3,Educational,Train,11,Airbnb/Vacation Rental,Direct Hotel,E-Visa,Yes,Mediterranean,Historical Sites,674.08,270.26,239.48,103.45,60.89,Cash,84,Yes,Yes,5,Very Satisfied,Yes,9,No,No
TRP103210,16-03-2021,2021,3,Spring,Canada,Maldives,65+,Female,Business Group,11,Cultural,Flight,22,Camping,Online Travel Agency,Business Visa,Yes,Mountainous,Mountains/Trekking,14314.58,3352.74,3595.92,2528.33,4837.59,Credit Card,81,No,Yes,1,Very Dissatisfied,Yes,1,No,No
TRP103211,07-01-2022,2022,1,Winter,Canada,Maldives,18-24,Female,Solo,4,Cultural,Train,11,Hostel,Mobile App,Visa Free,No,Tropical,Food & Cuisine,3414.57,926,1056.26,850.43,581.88,Cash,131,No,Yes,2,Dissatisfied,Yes,8,Yes,No
TRP103212,04-08-2019,2019,8,Summer,Thailand,Czech Republic,55-64,Female,Couple,4,Adventure,Cruise,14,3-Star Hotel,Online Travel Agency,E-Visa,Yes,Mountainous,Wildlife/Safari,13746.64,4979.32,3447.02,2644.54,2675.76,Cryptocurrency,94,No,Yes,1,Very Dissatisfied,Yes,1,Yes,No
TRP103213,11-08-2019,2019,8,Summer,China,Thailand,45-54,Female,Couple,11,Religious,Flight,18,4-Star Hotel,Direct Hotel,Visa Free,No,Desert,Beaches,2938.76,878.48,756.22,732.18,571.88,Cash,28,Yes,No,4,Satisfied,Yes,15,Yes,Yes
TRP103214,20-02-2023,2023,2,Winter,Australia,Spain,45-54,Female,Solo,6,Cultural,Train,10,Airbnb/Vacation Rental,Airline Website,Tourist Visa,Yes,Temperate,Wellness/Spa,2044.43,748.48,733.68,393.58,168.69,Cash,231,No,No,2,Dissatisfied,No,13,Yes,Yes
TRP103215,23-04-2019,2019,4,Spring,Netherlands,Kenya,65+,Female,Couple,4,Leisure,Flight,18,Camping,Travel Agent,Tourist Visa,Yes,Tropical,Food & Cuisine,3156.69,784.33,996.05,612.75,763.56,Debit Card,170,Yes,Yes,3,Neutral,No,3,Yes,No
TRP103216,09-09-2023,2023,9,Autumn,Canada,Peru,45-54,Male,Couple,5,Adventure,Flight,25,4-Star Hotel,Direct Hotel,Visa Free,Yes,Mountainous,Art & Museums,6174.82,1395.47,1370.51,1149.09,2259.75,Cryptocurrency,206,No,No,5,Very Satisfied,Yes,14,Yes,No
TRP103217,12-01-2022,2022,1,Winter,UAE,Singapore,45-54,Female,Friends Group,8,Business,Flight,10,4-Star Hotel,Online Travel Agency,Visa Free,Yes,Mountainous,Mountains/Trekking,1555.2,568.93,340.84,349.04,296.39,Debit Card,335,No,Yes,4,Satisfied,No,8,Yes,No
TRP103218,08-09-2020,2020,9,Autumn,Argentina,Peru,65+,Female,Friends Group,10,Eco-Tourism,Flight,10,Resort,Tour Operator,Business Visa,Yes,Temperate,Historical Sites,2959.6,655.87,949.31,486.8,867.62,Credit Card,6,Yes,No,4,Satisfied,Yes,13,Yes,No
TRP103219,19-01-2024,2024,1,Winter,Turkey,Australia,55-64,Female,Couple,2,Adventure,Road Trip,2,Airbnb/Vacation Rental,Airline Website,E-Visa,No,Arctic/Cold,Wellness/Spa,1481.22,381.31,441.27,280.4,378.24,Cash,263,No,Yes,3,Neutral,No,12,Yes,Yes
TRP103220,26-09-2020,2020,9,Autumn,Japan,Croatia,35-44,Female,Family,3,Medical,Ferry,3,Airbnb/Vacation Rental,Tour Operator,Visa Free,Yes,Tropical,Art & Museums,1206.13,310.6,370.88,205.26,319.39,Bank Transfer,257,No,Yes,1,Very Dissatisfied,No,2,No,Yes
TRP103221,25-03-2023,2023,3,Spring,Netherlands,Peru,65+,Male,Business Group,5,Religious,Cruise,29,4-Star Hotel,Tour Operator,Business Visa,No,Mountainous,Food & Cuisine,10346.95,3364.21,3005.03,1306.22,2671.49,Bank Transfer,148,No,Yes,4,Satisfied,Yes,12,Yes,No
TRP103222,19-11-2021,2021,11,Autumn,Brazil,Egypt,45-54,Female,Couple,1,Leisure,Cruise,17,Camping,Direct Hotel,Visa Free,No,Temperate,Wildlife/Safari,2075.12,508.13,812.65,382.84,371.5,Travel Card,157,Yes,Yes,4,Satisfied,No,3,No,Yes
TRP103223,08-08-2023,2023,8,Summer,Saudi Arabia,Egypt,35-44,Female,Solo,6,Cultural,Flight,30,Resort,Airline Website,Business Visa,Yes,Arctic/Cold,Historical Sites,12041.4,5019.53,4550.68,2587.51,-116.32,Debit Card,1,Yes,Yes,3,Neutral,No,3,Yes,No
TRP103224,04-09-2020,2020,9,Autumn,Argentina,Italy,55-64,Male,Solo,9,Cultural,Cruise,2,Hostel,Direct Hotel,Business Visa,No,Desert,Food & Cuisine,381,138.47,91.79,92.12,58.62,Credit Card,364,No,No,5,Very Satisfied,Yes,12,Yes,No
TRP103225,09-03-2021,2021,3,Spring,Italy,Czech Republic,35-44,Male,Solo,11,Educational,Road Trip,11,Camping,Travel Agent,Business Visa,No,Desert,Theme Parks,7487.18,2286.11,2382.68,756.47,2061.92,Cash,215,Yes,Yes,4,Satisfied,Yes,4,Yes,No
TRP103226,02-10-2023,2023,10,Autumn,Germany,Turkey,25-34,Male,Friends Group,12,Religious,Flight,19,Hostel,Direct Hotel,Visa on Arrival,No,Arctic/Cold,Beaches,1002.22,270.06,248.64,109.29,374.23,Cryptocurrency,145,Yes,No,5,Very Satisfied,No,5,No,No
TRP103227,28-10-2020,2020,10,Autumn,South Africa,Portugal,55-64,Male,Friends Group,11,Medical,Flight,27,Boutique Hotel,Travel Agent,Business Visa,Yes,Mountainous,Theme Parks,20189.83,4258.95,7408.72,3355.59,5166.57,Cash,116,No,Yes,4,Satisfied,Yes,8,No,No
TRP103228,08-11-2023,2023,11,Autumn,UAE,Egypt,55-64,Female,Friends Group,2,Medical,Flight,29,Boutique Hotel,Airline Website,E-Visa,No,Desert,Food & Cuisine,4057.85,1182.57,847.43,746.13,1281.72,Debit Card,41,No,No,5,Very Satisfied,Yes,10,Yes,No
TRP103229,11-09-2020,2020,9,Autumn,France,Kenya,45-54,Male,Friends Group,6,Educational,Cruise,9,Boutique Hotel,Airline Website,Visa on Arrival,Yes,Mediterranean,Wellness/Spa,1369.74,302.71,489.04,149.23,428.76,Cryptocurrency,158,No,No,4,Satisfied,No,6,Yes,No
TRP103230,30-11-2024,2024,11,Autumn,Italy,Thailand,45-54,Male,Family,11,Eco-Tourism,Train,22,Hostel,Airline Website,Business Visa,No,Desert,Theme Parks,5687.79,1589.88,1799.63,1008.48,1289.8,Debit Card,110,No,Yes,5,Very Satisfied,Yes,11,No,Yes
TRP103231,06-06-2024,2024,6,Summer,Thailand,Indonesia (Bali),55-64,Female,Friends Group,12,Medical,Train,29,Airbnb/Vacation Rental,Tour Operator,E-Visa,Yes,Desert,Theme Parks,6148.41,2126.06,1816.42,1523.26,682.67,Credit Card,188,No,No,4,Satisfied,No,14,Yes,No
TRP103232,10-10-2022,2022,10,Autumn,Indonesia,Mexico,18-24,Female,Business Group,7,Medical,Cruise,12,Boutique Hotel,Travel Agent,Visa on Arrival,No,Temperate,Wellness/Spa,10103.31,2095.06,3550.03,2097.17,2361.05,Credit Card,295,No,No,3,Neutral,No,13,Yes,No
TRP103233,03-04-2020,2020,4,Spring,South Africa,Portugal,18-24,Male,Solo,2,Eco-Tourism,Road Trip,24,Resort,Online Travel Agency,Tourist Visa,No,Mediterranean,Cities/Urban,7479.77,1609.53,2449.11,934.71,2486.42,Cash,158,Yes,No,4,Satisfied,Yes,4,Yes,No
TRP103234,13-12-2022,2022,12,Winter,Argentina,Iceland,45-54,Female,Senior Group,1,Eco-Tourism,Road Trip,3,5-Star Hotel,Tour Operator,Business Visa,Yes,Tropical,Beaches,278.4,76.74,100.98,37.21,63.47,Travel Card,239,No,Yes,4,Satisfied,Yes,7,Yes,No
TRP103235,20-12-2024,2024,12,Winter,Netherlands,Morocco,35-44,Non-Binary,Friends Group,12,Educational,Flight,9,4-Star Hotel,Mobile App,Tourist Visa,Yes,Temperate,Beaches,2498.12,657.77,585.7,396.37,858.28,Cash,235,No,No,5,Very Satisfied,Yes,11,Yes,Yes
TRP103236,05-09-2024,2024,9,Autumn,Thailand,Peru,18-24,Female,Senior Group,1,Medical,Cruise,28,Camping,Direct Hotel,E-Visa,Yes,Mountainous,Historical Sites,15806.68,6745.85,4764.96,3697.56,598.31,Cash,55,No,Yes,3,Neutral,Yes,7,Yes,No
TRP103237,20-07-2020,2020,7,Summer,Canada,Greece,65+,Male,Friends Group,7,Business,Train,23,Camping,Online Travel Agency,Visa Free,Yes,Mediterranean,Mountains/Trekking,10787.66,2625.7,2890.65,1610.98,3660.33,Debit Card,362,No,Yes,4,Satisfied,No,8,Yes,No
TRP103238,09-08-2019,2019,8,Summer,France,Vietnam,55-64,Male,Friends Group,8,Eco-Tourism,Road Trip,9,5-Star Hotel,Tour Operator,Visa on Arrival,Yes,Temperate,Wildlife/Safari,1300.32,421.89,411.59,225.86,240.98,Travel Card,235,No,Yes,5,Very Satisfied,Yes,9,Yes,No
TRP103239,04-05-2023,2023,5,Spring,Indonesia,Thailand,18-24,Female,Couple,7,Business,Train,18,Resort,Airline Website,Tourist Visa,No,Tropical,Historical Sites,2877.69,782.03,602.09,571.29,922.28,Cryptocurrency,189,Yes,Yes,3,Neutral,Yes,2,No,Yes
TRP103240,19-06-2023,2023,6,Summer,Germany,New Zealand,18-24,Female,Business Group,8,Adventure,Road Trip,16,Boutique Hotel,Online Travel Agency,Visa on Arrival,No,Mediterranean,Wellness/Spa,3062.86,1084.49,879.63,659.62,439.12,Credit Card,86,Yes,Yes,3,Neutral,No,14,Yes,No
TRP103241,07-01-2022,2022,1,Winter,Russia,Maldives,35-44,Male,Solo,7,Religious,Flight,18,Hostel,Online Travel Agency,Business Visa,No,Tropical,Food & Cuisine,13966.17,3280.5,5346.54,2798.86,2540.27,Travel Card,114,Yes,Yes,4,Satisfied,Yes,13,No,Yes
TRP103242,21-06-2022,2022,6,Summer,Spain,Egypt,35-44,Male,Couple,5,Cultural,Ferry,29,Resort,Airline Website,Visa Free,Yes,Arctic/Cold,Beaches,6717.64,2252.39,2552.37,757.83,1155.05,Credit Card,116,No,No,4,Satisfied,No,10,No,No
TRP103243,22-02-2019,2019,2,Winter,Sweden,Indonesia (Bali),65+,Male,Senior Group,3,Medical,Cruise,24,3-Star Hotel,Travel Agent,Visa Free,No,Arctic/Cold,Mountains/Trekking,6853.37,2274.92,2596.5,1220.84,761.11,Debit Card,115,No,Yes,3,Neutral,No,9,Yes,Yes
TRP103244,12-05-2019,2019,5,Spring,Sweden,Turkey,35-44,Female,Solo,1,Educational,Flight,25,Boutique Hotel,Airline Website,Visa Free,No,Desert,Historical Sites,3364.18,743.5,1314.47,475.68,830.53,Cryptocurrency,313,Yes,No,4,Satisfied,Yes,11,No,Yes
TRP103245,27-11-2022,2022,11,Autumn,Spain,Thailand,35-44,Male,Business Group,12,Religious,Ferry,14,5-Star Hotel,Mobile App,Business Visa,No,Tropical,Theme Parks,2088.1,850.34,495.67,425.27,316.82,Bank Transfer,20,No,Yes,4,Satisfied,Yes,1,No,No
TRP103246,22-05-2024,2024,5,Spring,India,Morocco,35-44,Female,Friends Group,11,Religious,Flight,20,Camping,Tour Operator,Visa Free,Yes,Arctic/Cold,Cities/Urban,2073.37,754.84,456.3,415.98,446.25,Cash,233,Yes,Yes,3,Neutral,No,12,No,No
TRP103247,26-02-2019,2019,2,Winter,United Kingdom,France,55-64,Male,Solo,6,Religious,Ferry,6,Hostel,Airline Website,Tourist Visa,No,Mediterranean,Cities/Urban,3022.44,1133.55,798.19,566.12,524.58,Cash,62,No,No,4,Satisfied,No,13,Yes,No
TRP103248,03-02-2021,2021,2,Winter,UAE,Singapore,25-34,Male,Business Group,2,Medical,Train,13,Boutique Hotel,Online Travel Agency,Business Visa,No,Tropical,Wildlife/Safari,955.22,239.36,368.23,99.26,248.37,Bank Transfer,207,Yes,No,4,Satisfied,Yes,7,Yes,No
TRP103249,03-07-2023,2023,7,Summer,South Africa,Mexico,18-24,Male,Friends Group,8,Educational,Flight,2,Airbnb/Vacation Rental,Direct Hotel,Business Visa,No,Temperate,Wildlife/Safari,1148.43,275.21,364.38,120.52,388.32,Cash,4,No,No,5,Very Satisfied,Yes,13,Yes,No
TRP103250,16-01-2020,2020,1,Winter,Spain,Spain,18-24,Male,Friends Group,2,Medical,Cruise,24,Hostel,Travel Agent,Business Visa,Yes,Desert,Cities/Urban,4405.03,1322.7,918.03,605.1,1559.2,Cryptocurrency,178,No,Yes,4,Satisfied,Yes,15,Yes,No
TRP103251,09-11-2023,2023,11,Autumn,South Korea,Switzerland,55-64,Female,Friends Group,10,Medical,Ferry,6,Boutique Hotel,Tour Operator,Visa on Arrival,Yes,Tropical,Food & Cuisine,1421.93,299.67,324,351.61,446.65,Bank Transfer,172,Yes,Yes,5,Very Satisfied,Yes,4,Yes,No
TRP103252,16-10-2024,2024,10,Autumn,Mexico,Morocco,25-34,Female,Senior Group,11,Adventure,Train,9,Camping,Mobile App,Tourist Visa,Yes,Temperate,Theme Parks,1544.55,649.31,492.21,292.15,110.88,Cash,281,No,No,1,Very Dissatisfied,No,3,Yes,Yes
TRP103253,23-02-2024,2024,2,Winter,South Africa,Czech Republic,65+,Female,Couple,4,Business,Flight,14,Boutique Hotel,Mobile App,E-Visa,No,Mediterranean,Mountains/Trekking,6179.24,1358.25,2070.09,1159.23,1591.67,Cash,54,No,No,2,Dissatisfied,No,12,Yes,Yes
TRP103254,29-02-2020,2020,2,Winter,Australia,Iceland,65+,Female,Business Group,6,Religious,Flight,9,Boutique Hotel,Online Travel Agency,Visa on Arrival,Yes,Arctic/Cold,Beaches,1807.92,408.9,579.64,304.26,515.12,Cash,126,No,Yes,5,Very Satisfied,Yes,4,No,Yes
TRP103255,25-07-2022,2022,7,Summer,Brazil,UAE (Dubai),55-64,Female,Friends Group,8,Cultural,Flight,26,4-Star Hotel,Travel Agent,Business Visa,No,Mountainous,Theme Parks,8927.88,2006.19,3485.02,1280.79,2155.88,Debit Card,359,Yes,Yes,4,Satisfied,Yes,2,Yes,Yes
TRP103256,28-10-2022,2022,10,Autumn,Germany,Czech Republic,35-44,Male,Family,6,Religious,Cruise,24,Boutique Hotel,Direct Hotel,E-Visa,No,Tropical,Food & Cuisine,9783.22,3382.51,3190.47,1027.69,2182.55,Travel Card,15,Yes,No,2,Dissatisfied,No,4,Yes,Yes
TRP103257,13-09-2022,2022,9,Autumn,Italy,New Zealand,55-64,Male,Friends Group,12,Cultural,Ferry,12,4-Star Hotel,Travel Agent,Visa Free,Yes,Arctic/Cold,Beaches,6227.55,2223.15,2168.07,1278.13,558.2,Cash,209,Yes,Yes,4,Satisfied,Yes,4,Yes,No
TRP103258,03-03-2019,2019,3,Spring,China,New Zealand,45-54,Female,Senior Group,7,Eco-Tourism,Flight,2,Airbnb/Vacation Rental,Online Travel Agency,Business Visa,Yes,Mediterranean,Wellness/Spa,360.65,79.81,95.2,49.09,136.55,Cryptocurrency,235,No,Yes,4,Satisfied,Yes,9,Yes,Yes
TRP103259,17-10-2023,2023,10,Autumn,Germany,Kenya,55-64,Male,Couple,4,Business,Ferry,14,Airbnb/Vacation Rental,Online Travel Agency,Visa Free,Yes,Desert,Food & Cuisine,1151.7,439.71,425.85,164.03,122.11,Cryptocurrency,332,Yes,Yes,3,Neutral,No,1,Yes,No
TRP103260,10-01-2023,2023,1,Winter,Turkey,Kenya,65+,Male,Solo,7,Cultural,Ferry,20,4-Star Hotel,Travel Agent,Visa Free,Yes,Mountainous,Wellness/Spa,2732.71,1169.92,591.16,444.13,527.5,Cryptocurrency,307,No,No,5,Very Satisfied,Yes,3,No,Yes
TRP103261,26-10-2023,2023,10,Autumn,Japan,Australia,65+,Non-Binary,Family,7,Leisure,Train,25,Resort,Airline Website,Visa Free,No,Arctic/Cold,Cities/Urban,20881.46,7855.08,7038.16,2770.25,3217.97,Debit Card,17,No,No,3,Neutral,No,3,Yes,No
TRP103262,10-04-2023,2023,4,Spring,United Kingdom,Morocco,65+,Male,Couple,11,Leisure,Ferry,4,Resort,Tour Operator,E-Visa,Yes,Desert,Food & Cuisine,935.17,254.21,367.53,205.17,108.26,Cryptocurrency,153,No,No,4,Satisfied,Yes,7,Yes,No
TRP103263,29-01-2022,2022,1,Winter,Sweden,France,55-64,Female,Family,1,Educational,Cruise,25,5-Star Hotel,Tour Operator,Business Visa,Yes,Arctic/Cold,Cities/Urban,7895.57,2279.31,2275.6,1551.04,1789.62,Bank Transfer,298,No,No,4,Satisfied,Yes,10,No,No
TRP103264,19-03-2021,2021,3,Spring,India,Singapore,25-34,Female,Solo,8,Medical,Road Trip,18,Camping,Travel Agent,E-Visa,Yes,Arctic/Cold,Beaches,2374.46,571.74,933.49,523.9,345.33,Credit Card,29,No,No,3,Neutral,No,10,Yes,Yes
TRP103265,29-10-2020,2020,10,Autumn,China,Singapore,35-44,Female,Friends Group,8,Educational,Road Trip,6,Boutique Hotel,Travel Agent,Visa Free,Yes,Mediterranean,Food & Cuisine,1748.91,432.94,580.57,327.43,407.97,Credit Card,193,No,Yes,4,Satisfied,No,8,Yes,No
TRP103266,10-08-2024,2024,8,Summer,Indonesia,France,35-44,Female,Business Group,9,Business,Flight,21,Boutique Hotel,Airline Website,Visa on Arrival,No,Arctic/Cold,Wildlife/Safari,13873.32,4912.7,4825.98,3072.98,1061.66,Cash,265,No,Yes,2,Dissatisfied,Yes,4,Yes,No
TRP103267,01-02-2019,2019,2,Winter,Italy,Indonesia (Bali),25-34,Male,Senior Group,7,Eco-Tourism,Train,22,Airbnb/Vacation Rental,Airline Website,Business Visa,Yes,Desert,Wellness/Spa,3807.26,784.88,1400.11,411,1211.27,Travel Card,198,Yes,No,5,Very Satisfied,Yes,9,No,No
TRP103268,17-03-2019,2019,3,Spring,Saudi Arabia,New Zealand,45-54,Female,Senior Group,9,Business,Ferry,9,Camping,Airline Website,E-Visa,No,Temperate,Theme Parks,3058.07,708.73,752.73,411.88,1184.73,Debit Card,192,No,Yes,2,Dissatisfied,No,7,No,No
